Company,Utility,Location,Date,Gallons,X,Y
Amazon,Fairfax Water Water Authority,4100 Westfax Dr,1/30/2026 0:00,166000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,2/3/2023 0:00,8000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,5/1/2023 0:00,7000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,8/1/2023 0:00,7000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,10/31/2023 0:00,7000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,2/1/2024 0:00,10000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,4/30/2024 0:00,54000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,7/30/2024 0:00,56000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,11/1/2024 0:00,53000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4101A Westfax Dr,1/27/2025 0:00,0,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,7/24/2023 0:00,12000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,10/20/2023 0:00,22000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,1/22/2024 0:00,32000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,4/18/2024 0:00,26000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,7/22/2024 0:00,21000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,10/22/2024 0:00,19000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,1/28/2025 0:00,24000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,4/21/2025 0:00,18000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,7/22/2025 0:00,22000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,10/23/2025 0:00,27000,38.9,-77.45
Amazon,Fairfax Water Water Authority,3980 Virginia Mallory Dr,1/20/2026 0:00,23000,38.9,-77.45
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,2/3/2023 0:00,360000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,5/4/2023 0:00,211000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,8/8/2023 0:00,3455000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,9/28/2023 0:00,334000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,11/2/2023 0:00,183000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,2/2/2024 0:00,336000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,5/6/2024 0:00,279000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,8/2/2024 0:00,413000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,11/4/2024 0:00,371000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,2/7/2025 0:00,572000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,5/2/2025 0:00,526000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,8/5/2025 0:00,402000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,11/4/2025 0:00,215000,38.91,-77.47
Amazon,Fairfax Water Water Authority,4030 Lafayette Center Dr,2/6/2026 0:00,17000,38.91,-77.47
Amazon,Fairfax Water Water Authority,13600 Eds Dr,6/21/2024 0:00,0,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,9/23/2024 0:00,162000,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,12/19/2024 0:00,207000,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,3/20/2025 0:00,155000,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,6/18/2025 0:00,1338000,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,9/19/2025 0:00,1971000,38.92,-77.43
Amazon,Fairfax Water Water Authority,13600 Eds Dr,12/23/2025 0:00,246000,38.92,-77.43
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,1/31/2023,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,10/28/2023,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,11/27/2023,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,12/27/2023,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,1/26/2024,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,2/25/2024,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,3/26/2024,-7,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,4/25/2024,88795,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,5/25/2024,163449,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,6/24/2024,652264,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,7/24/2024,947787,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,8/23/2024,472120,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,9/22/2024,30387,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,10/22/2024,5047,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,11/21/2024,4363,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,12/21/2024,-185,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,1/20/2025,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,2/19/2025,-1,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,3/21/2025,-7,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,4/20/2025,2294,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,5/20/2025,63104,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,6/19/2025,333531,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,7/19/2025,350433,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,8/18/2025,108926,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,9/17/2025,65184,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,10/17/2025,26190,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,11/16/2025,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,21310 BEAUMEADE CIR ASHBURN 20147,12/16/2025,0,39.01583,-77.453241
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,1/31/2023,0,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,9/22/2024,87345,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,10/22/2024,-49044,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,11/21/2024,246417,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,12/21/2024,6834,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,1/20/2025,8441,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,2/19/2025,7327,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,3/21/2025,17128,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,4/20/2025,21292,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,5/20/2025,21228,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,6/19/2025,36820,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,7/19/2025,46395,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,8/18/2025,31871,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,9/17/2025,25347,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,10/17/2025,109107,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,11/16/2025,122731,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,22760 PACIFIC BLVD STERLING 20166,12/16/2025,7874,38.9865899,-77.4353196
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,1/31/2023,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,3/2/2023,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,4/1/2023,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,5/1/2023,278000,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,5/31/2023,62215,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,6/30/2023,400195,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,7/30/2023,1250851,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,8/29/2023,760471,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,9/28/2023,587493,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,10/28/2023,121593,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,11/27/2023,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,12/27/2023,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,1/26/2024,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,2/25/2024,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,3/26/2024,117241,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,4/25/2024,60530,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,5/25/2024,77387,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,6/24/2024,563695,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,7/24/2024,855622,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,8/23/2024,472142,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,9/22/2024,14450,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,10/22/2024,5874,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,11/21/2024,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,12/21/2024,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,1/20/2025,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,2/19/2025,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,3/21/2025,126744,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,4/20/2025,14662,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,5/20/2025,18324,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,6/19/2025,258221,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,7/19/2025,262818,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,8/18/2025,62269,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,9/17/2025,43584,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,10/17/2025,1438,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,11/16/2025,2305,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166,12/16/2025,0,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,12/27/2023,0,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,1/26/2024,3571,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,2/25/2024,2163,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,3/26/2024,5975,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,4/25/2024,8890,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,5/25/2024,11639,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,6/24/2024,8158,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,7/24/2024,8967,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,8/23/2024,10134,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,9/22/2024,8782,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,10/22/2024,8690,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,11/21/2024,7283,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,12/21/2024,6071,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,1/20/2025,27754,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,2/19/2025,6896,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,3/21/2025,7749,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,4/20/2025,8481,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,5/20/2025,9442,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,6/19/2025,7827,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,7/19/2025,8872,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,8/18/2025,6974,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,9/17/2025,7592,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,10/17/2025,7503,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,11/16/2025,7244,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,22574 PACIFIC BLVD STERLING 20166,12/16/2025,7169,38.9896819,-77.434716
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,9/28/2023,344,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,10/28/2023,806,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,11/27/2023,181,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,12/27/2023,102,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,1/26/2024,186,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,2/25/2024,326,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,3/26/2024,151,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,4/25/2024,202,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,5/25/2024,199,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,6/24/2024,165,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,7/24/2024,219,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,8/23/2024,260,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,9/22/2024,182,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,10/22/2024,494,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,11/21/2024,192,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,12/21/2024,1304,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,1/20/2025,3720,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,2/19/2025,2690,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,3/21/2025,2018,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,4/20/2025,827,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,5/20/2025,234,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,6/19/2025,273,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,7/19/2025,201,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,8/18/2025,233,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,9/17/2025,518,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,10/17/2025,323,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,11/16/2025,1198,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,42948 FADELEY LN STERLING 20166,12/16/2025,2278,38.9472896,-77.5205572
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,1/31/2023,1429,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,3/2/2023,2167,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,4/1/2023,2330,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,5/1/2023,1479,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,5/31/2023,3441,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,6/30/2023,8156,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,7/30/2023,5853,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,8/29/2023,5191,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,9/28/2023,4365,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,10/28/2023,4243,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,11/27/2023,2668,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,12/27/2023,2677,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,1/26/2024,3593,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,2/25/2024,3037,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,3/26/2024,2555,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,4/25/2024,1283,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,5/25/2024,599,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,6/24/2024,666,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,7/24/2024,666,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,8/23/2024,371,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,9/22/2024,552,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,10/22/2024,1658,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,11/21/2024,1167,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,12/21/2024,1859,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,1/20/2025,14205,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,2/19/2025,12051,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,3/21/2025,1486,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,4/20/2025,2256,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,5/20/2025,529,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,6/19/2025,606,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,7/19/2025,4211,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,8/18/2025,551,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,9/17/2025,504,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,10/17/2025,2232,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,11/16/2025,5018,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,24141 UPPER WOODSIDE LN STERLING 20166,12/16/2025,14983,38.9493618,-77.5231827
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,1/31/2023,7426,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,3/2/2023,6766,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,4/1/2023,7313,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,5/1/2023,6407,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,5/31/2023,7137,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,6/30/2023,10539,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,7/30/2023,5521,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,8/29/2023,5788,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,9/28/2023,5760,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,10/28/2023,7037,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,11/27/2023,5608,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,12/27/2023,5093,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,1/26/2024,5604,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,2/25/2024,6090,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,3/26/2024,5481,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,4/25/2024,5198,38.9802688,-77.4261357
Amazon,Loudoun Water -Central System ,23005 INTERNATIONAL DR STERLING 20166.1,5/25/2024,9271,38.9802688,-77.4261357
